	Subject	Label	tBodyAcc-std()-X	tBodyAcc-std()-Y	tBodyAcc-std()-Z	tGravityAcc-std()-X	tGravityAcc-std()-Y	tGravityAcc-std()-Z	tBodyAccJerk-std()-X	tBodyAccJerk-std()-Y	tBodyAccJerk-std()-Z	tBodyGyro-std()-X	tBodyGyro-std()-Y	tBodyGyro-std()-Z	tBodyGyroJerk-std()-X	tBodyGyroJerk-std()-Y	tBodyGyroJerk-std()-Z	tBodyAccMag-std()	tGravityAccMag-std()	tBodyAccJerkMag-std()	tBodyGyroMag-std()	tBodyGyroJerkMag-std()	fBodyAcc-std()-X	fBodyAcc-std()-Y	fBodyAcc-std()-Z	fBodyAccJerk-std()-X	fBodyAccJerk-std()-Y	fBodyAccJerk-std()-Z	fBodyGyro-std()-X	fBodyGyro-std()-Y	fBodyGyro-std()-Z	fBodyAccMag-std()	fBodyBodyAccJerkMag-std()	fBodyBodyGyroMag-std()	fBodyBodyGyroJerkMag-std()	tBodyAcc-mean()-X	tBodyAcc-mean()-Y	tBodyAcc-mean()-Z	tGravityAcc-mean()-X	tGravityAcc-mean()-Y	tGravityAcc-mean()-Z	tBodyAccJerk-mean()-X	tBodyAccJerk-mean()-Y	tBodyAccJerk-mean()-Z	tBodyGyro-mean()-X	tBodyGyro-mean()-Y	tBodyGyro-mean()-Z	tBodyGyroJerk-mean()-X	tBodyGyroJerk-mean()-Y	tBodyGyroJerk-mean()-Z	tBodyAccMag-mean()	tGravityAccMag-mean()	tBodyAccJerkMag-mean()	tBodyGyroMag-mean()	tBodyGyroJerkMag-mean()	fBodyAcc-mean()-X	fBodyAcc-mean()-Y	fBodyAcc-mean()-Z	fBodyAccJerk-mean()-X	fBodyAccJerk-mean()-Y	fBodyAccJerk-mean()-Z	fBodyGyro-mean()-X	fBodyGyro-mean()-Y	fBodyGyro-mean()-Z	fBodyAccMag-mean()	fBodyBodyAccJerkMag-mean()	fBodyBodyGyroMag-mean()	fBodyBodyGyroJerkMag-mean()
26	26	LAYING	-0.61507402	-0.538576008	-0.624165835	-0.978587614	-0.96527458	-0.955512813	-0.649553122	-0.613524363	-0.743289091	-0.743473212	-0.745226813	-0.606303601	-0.771948993	-0.789388946	-0.736034796	-0.610827713	-0.610827713	-0.637594242	-0.708059059	-0.785998386	-0.609973101	-0.557199505	-0.635000465	-0.663832608	-0.613006883	-0.760674136	-0.757470832	-0.754814075	-0.635506992	-0.681647019	-0.652082513	-0.743069072	-0.799243893	0.27124624	-0.016999561	-0.10972784	0.690881677	-0.045945207	0.082012579	0.079349964	-0.009512245	-0.003183145	-0.044788783	-0.061419684	0.099366894	-0.105405106	-0.063396089	-0.069079664	-0.562880492	-0.562880492	-0.64939507	-0.638369893	-0.776347133	-0.631280142	-0.562691754	-0.663377474	-0.665926771	-0.638574327	-0.72460245	-0.705286795	-0.735060171	-0.63742	-0.5948879	-0.628506588	-0.731770726	-0.787495052
27	27	LAYING	-0.711863149	-0.669500359	-0.700593737	-0.977396736	-0.975264745	-0.963676502	-0.737871573	-0.696740402	-0.796859645	-0.811634052	-0.788621838	-0.713194496	-0.829109345	-0.86271775	-0.802216917	-0.722465483	-0.722465483	-0.725720253	-0.768592186	-0.860138592	-0.709128573	-0.689051289	-0.706575316	-0.750331001	-0.694975042	-0.81076049	-0.822182194	-0.781601355	-0.732861247	-0.772135484	-0.730183441	-0.787420058	-0.869365249	0.284759671	-0.018302351	-0.107819962	0.58295643	0.068922416	0.224346841	0.08845711	0.001975134	0.012119068	-0.033603988	-0.07104316	0.106125703	-0.081869855	-0.039026558	-0.067933324	-0.6743759	-0.6743759	-0.729635613	-0.723213556	-0.842144289	-0.722920445	-0.673571605	-0.735601589	-0.74872821	-0.717364018	-0.78194542	-0.783885631	-0.80519282	-0.737646083	-0.712268305	-0.723214076	-0.80209196	-0.860773167
28	28	LAYING	-0.68744078	-0.616391975	-0.612572292	-0.97721929	-0.961120325	-0.933017236	-0.736713073	-0.731783676	-0.830333064	-0.756742437	-0.66418957	-0.704731162	-0.800231672	-0.864434251	-0.819828294	-0.677223403	-0.677223403	-0.728389525	-0.670786885	-0.862328974	-0.681775133	-0.625123812	-0.597262939	-0.753990552	-0.740474315	-0.845513593	-0.771755183	-0.629718179	-0.728427432	-0.7213613	-0.73803732	-0.680349537	-0.871306976	0.2710418	-0.019169128	-0.118736379	0.682833302	-0.061739286	0.044488381	0.094794798	0.019161792	0.005912767	-0.03920701	-0.070951698	0.072556775	-0.097487309	-0.048200555	-0.054320983	-0.624517491	-0.624517491	-0.7546293	-0.632795064	-0.836539423	-0.7043987	-0.649948951	-0.711247331	-0.743622326	-0.741084571	-0.81381334	-0.716530821	-0.741451376	-0.718431515	-0.689843058	-0.72198698	-0.75137501	-0.863038838
29	29	LAYING	-0.678476013	-0.643372366	-0.703774567	-0.978673733	-0.969385785	-0.960149087	-0.720968699	-0.685724567	-0.803653514	-0.789888257	-0.812238031	-0.708835533	-0.820986399	-0.864560164	-0.801539813	-0.699000245	-0.699000245	-0.712616456	-0.754574979	-0.860309526	-0.666666057	-0.662319223	-0.71149388	-0.729420105	-0.68618896	-0.818718696	-0.800555345	-0.813467273	-0.732082205	-0.749386811	-0.718802864	-0.770694492	-0.868705367	0.278100165	-0.017347224	-0.113776404	0.478867238	0.07984722	0.143101832	0.104221218	0.007474941	-0.035487483	-0.089725421	-0.041112575	0.108316666	-0.078624025	-0.049561231	-0.066300675	-0.643297013	-0.643297013	-0.721101558	-0.701368588	-0.839958258	-0.714991648	-0.652531964	-0.736953484	-0.736886575	-0.705144856	-0.787464256	-0.760765867	-0.815542334	-0.725750272	-0.693622076	-0.708973937	-0.796121301	-0.861306194
30	30	LAYING	-0.635628014	-0.576173168	-0.618023168	-0.968449698	-0.954579766	-0.928840249	-0.694471941	-0.68450025	-0.81171955	-0.731626375	-0.698562138	-0.668952144	-0.796596382	-0.837660857	-0.787723167	-0.616753393	-0.616753393	-0.690404033	-0.665571062	-0.840463104	-0.631653798	-0.590376564	-0.610900026	-0.714491536	-0.691138503	-0.829609748	-0.742528681	-0.681990404	-0.696298469	-0.676093724	-0.70305544	-0.682867671	-0.851643739	0.274629649	-0.017290538	-0.108743748	0.816381694	-0.105192752	0.057263021	0.049016129	0.00669161	0.013525589	-0.036667025	-0.062301622	0.106792904	-0.089527887	-0.044704402	-0.053757117	-0.585325905	-0.585325905	-0.714897673	-0.618852733	-0.81583837	-0.648346486	-0.602911695	-0.697281285	-0.701878557	-0.698654206	-0.792600186	-0.705331069	-0.741070411	-0.684471064	-0.619404598	-0.682277978	-0.733241185	-0.840535006
31	1	SITTING	-0.77075198	-0.730661466	-0.819201393	-0.980269795	-0.977986364	-0.966430847	-0.784914315	-0.777310225	-0.860656393	-0.814592365	-0.842262294	-0.823867058	-0.826377433	-0.900114272	-0.851767749	-0.774823834	-0.774823834	-0.786239438	-0.813981953	-0.887998085	-0.768507347	-0.740257465	-0.831859043	-0.796727483	-0.774335577	-0.872969603	-0.825241627	-0.840242696	-0.846652321	-0.820027113	-0.803777948	-0.834290713	-0.900508223	0.275508365	-0.015743486	-0.106644646	0.490081307	0.100350852	0.178285652	0.080891749	0.012835864	-0.024191301	-0.058296942	-0.052759727	0.084463842	-0.108093522	-0.038951007	-0.073489482	-0.748409311	-0.748409311	-0.794338655	-0.780039224	-0.869557509	-0.778488378	-0.744746323	-0.823009292	-0.79214295	-0.793692821	-0.847042648	-0.78330467	-0.8492966	-0.806465121	-0.759137812	-0.773844	-0.832440266	-0.884971908
32	2	SITTING	-0.563774646	-0.415750306	-0.675335992	-0.976232369	-0.957025985	-0.956586834	-0.564126368	-0.504716748	-0.788873355	-0.721591339	-0.670661783	-0.650754295	-0.692388981	-0.770818976	-0.697511242	-0.564250103	-0.564250103	-0.55326275	-0.668864561	-0.749117883	-0.561121339	-0.44230249	-0.680297876	-0.57349056	-0.504973969	-0.802478801	-0.7443139	-0.661760705	-0.698331152	-0.64277763	-0.57504062	-0.716482288	-0.765408597	0.284958443	-0.019871803	-0.110264516	0.745999842	-0.04103839	-0.034779007	0.038920033	0.008207904	-0.019029154	-0.06141858	-0.057692868	0.102373362	-0.089915364	-0.053421847	-0.055663707	-0.511228909	-0.511228909	-0.592336037	-0.599851838	-0.735359228	-0.57503684	-0.438523219	-0.71744272	-0.592703187	-0.535282379	-0.773885089	-0.655146504	-0.698489602	-0.610806244	-0.547883935	-0.538667263	-0.685910812	-0.750441556
33	3	SITTING	-0.673348995	-0.70431535	-0.756144137	-0.973186032	-0.969636385	-0.945780868	-0.745508311	-0.781472011	-0.845791882	-0.805769114	-0.824177396	-0.810299462	-0.853805584	-0.857197435	-0.856201803	-0.691813632	-0.691813632	-0.771928727	-0.796452585	-0.865841862	-0.658428989	-0.71248813	-0.762811064	-0.743785254	-0.782273647	-0.85796816	-0.812546633	-0.829914478	-0.831906404	-0.736304694	-0.783444516	-0.820819592	-0.880571546	0.273838845	-0.017552461	-0.11234837	0.629618753	0.034864458	0.098643264	0.074326032	-0.000969372	-0.010412705	-0.069447152	-0.042693451	0.105725035	-0.10801044	-0.028931429	-0.034839953	-0.665329922	-0.665329922	-0.766505994	-0.747679754	-0.854348614	-0.716882702	-0.724608597	-0.779520501	-0.770257689	-0.794201703	-0.83204985	-0.790112199	-0.817796953	-0.799320606	-0.698393105	-0.763798447	-0.814149408	-0.862117997
34	4	SITTING	-0.754436183	-0.659619936	-0.717073972	-0.977833307	-0.966802826	-0.9590581	-0.770541067	-0.749711088	-0.841820504	-0.819149368	-0.784923288	-0.753092329	-0.823904952	-0.825794763	-0.851984112	-0.750158703	-0.750158703	-0.763996187	-0.756592315	-0.832186126	-0.751622568	-0.666445651	-0.712321733	-0.778816899	-0.744813048	-0.848208956	-0.832175886	-0.790240307	-0.774596947	-0.791553616	-0.777248824	-0.783549691	-0.850714319	0.277823228	-0.023062602	-0.113873269	0.574550941	0.171408078	-0.087389286	0.073323242	-0.00871992	-0.028834624	-0.05714815	-0.068901104	0.115554851	-0.08863912	-0.028919486	-0.071835525	-0.697034624	-0.697034624	-0.773681426	-0.727044942	-0.829638194	-0.764211582	-0.689967069	-0.770534872	-0.783022711	-0.76997529	-0.834119619	-0.781328958	-0.780517811	-0.760070155	-0.746734802	-0.75554704	-0.782302775	-0.828098593
35	5	SITTING	-0.841121846	-0.815372739	-0.835141733	-0.968904029	-0.971013335	-0.973353347	-0.867502682	-0.847463512	-0.903293007	-0.898043362	-0.878852686	-0.884220282	-0.900764454	-0.90603049	-0.91921761	-0.843322075	-0.843322075	-0.864577027	-0.885847558	-0.909692392	-0.835705023	-0.822323106	-0.832608271	-0.869079015	-0.845313006	-0.906866836	-0.903732293	-0.877246219	-0.893207438	-0.865344058	-0.864903028	-0.904259218	-0.913911526	0.277420668	-0.012652939	-0.115882671	0.273847601	0.270437653	0.308938221	0.099466959	0.021695798	0.001796852	-0.019346554	-0.094132394	0.098548909	-0.120908502	-0.028629387	-0.046583521	-0.819034943	-0.819034943	-0.864903242	-0.857327398	-0.906885508	-0.856487547	-0.823366519	-0.863730388	-0.877492475	-0.859195479	-0.898365014	-0.881577615	-0.883769189	-0.889887103	-0.848195631	-0.864480785	-0.88963835	-0.911616475
36	6	SITTING	-0.50121766	-0.428116831	-0.556544965	-0.962552816	-0.946791276	-0.930634044	-0.541078849	-0.522657754	-0.698405316	-0.600631916	-0.618774431	-0.595067707	-0.629764157	-0.718228129	-0.698663356	-0.543512446	-0.543512446	-0.560926055	-0.57240304	-0.72626912	-0.493791797	-0.451589644	-0.568091274	-0.545927656	-0.518409042	-0.713576741	-0.629240857	-0.621916937	-0.640469715	-0.630614791	-0.583580459	-0.618123413	-0.753428722	0.257937664	-0.017198918	-0.118930331	0.667186181	0.010553755	0.038046876	0.088263867	-0.022785089	0.030887691	-0.041310574	-0.052803554	0.118220566	-0.120968116	-0.043600875	-0.051646216	-0.439882733	-0.439882733	-0.547754351	-0.498471251	-0.683384207	-0.522586139	-0.454691639	-0.60372487	-0.575903843	-0.556532109	-0.681637648	-0.517305089	-0.621039519	-0.578456182	-0.520329806	-0.547892687	-0.619262215	-0.722002077
37	7	SITTING	-0.558692666	-0.46470579	-0.600232534	-0.973461336	-0.973244008	-0.955429713	-0.606116397	-0.572199215	-0.743831765	-0.692148234	-0.692122121	-0.60585211	-0.694607334	-0.766052223	-0.750709351	-0.596329259	-0.596329259	-0.623932973	-0.677724175	-0.761455037	-0.545733644	-0.476072706	-0.607898329	-0.607991337	-0.56731005	-0.760994509	-0.71590636	-0.692607709	-0.638084904	-0.666306898	-0.637752918	-0.720600449	-0.777846448	0.272252805	-0.020933544	-0.115191504	0.636922304	-0.034397913	0.088599698	0.073010362	0.025389993	-0.018911651	-0.015865963	-0.09705231	0.079262696	-0.078511093	-0.057418709	-0.066215376	-0.503011332	-0.503011332	-0.608553282	-0.589385784	-0.740029529	-0.59615211	-0.510143999	-0.647096314	-0.639145428	-0.603979124	-0.725614329	-0.621569172	-0.696844202	-0.621123485	-0.586370491	-0.616920687	-0.698859327	-0.762635051
38	8	SITTING	-0.533578256	-0.456457942	-0.555015097	-0.960156068	-0.958339914	-0.952815413	-0.503047265	-0.543206166	-0.623286231	-0.67356467	-0.608147814	-0.647853671	-0.616024748	-0.649971937	-0.660364974	-0.542622773	-0.542622773	-0.501991757	-0.630168828	-0.658609673	-0.527382427	-0.477080578	-0.577090831	-0.512590953	-0.548936528	-0.637135183	-0.702682597	-0.628075851	-0.701749319	-0.636781517	-0.505126836	-0.702162383	-0.670817158	0.272355841	-0.020131971	-0.108755653	0.640947186	-0.044962561	0.068271198	0.054107603	0.022603923	0.008193709	-0.061540652	-0.057911851	0.105549239	-0.054870128	-0.057010783	-0.101393501	-0.47978919	-0.47978919	-0.522400298	-0.546940995	-0.641838805	-0.553057723	-0.483836899	-0.582807674	-0.538655211	-0.566437166	-0.608307037	-0.583751435	-0.584080554	-0.593231069	-0.507003296	-0.504216891	-0.625968887	-0.668163873
39	9	SITTING	-0.49520602	-0.329541096	-0.470405072	-0.973618388	-0.960845935	-0.940400377	-0.482964423	-0.402648216	-0.623851136	-0.623596598	-0.471920156	-0.600871468	-0.619593926	-0.554848957	-0.667045296	-0.460482489	-0.460482489	-0.430173992	-0.512937486	-0.554983228	-0.499906878	-0.373790157	-0.492875334	-0.492275582	-0.411696148	-0.644317506	-0.649333967	-0.477069549	-0.649333107	-0.564990012	-0.449809431	-0.608976712	-0.582303889	0.273313352	-0.018104319	-0.103816111	0.785008549	-0.059343918	-0.098234537	0.073027566	0.009994137	0.006252254	-0.058767155	-0.057450607	0.092072167	-0.062057496	-0.025998411	-0.064281242	-0.410330991	-0.410330991	-0.472770148	-0.443398849	-0.587379179	-0.486453826	-0.327822402	-0.511137992	-0.518455712	-0.431900245	-0.602259813	-0.548860445	-0.479480808	-0.568893721	-0.427954566	-0.417972241	-0.509386787	-0.558190142
40	10	SITTING	-0.573695332	-0.372666834	-0.622244673	-0.965623149	-0.942754068	-0.941240058	-0.573023907	-0.500863143	-0.761575648	-0.633919387	-0.656710647	-0.639486659	-0.646676492	-0.779279327	-0.687993986	-0.543640458	-0.543640458	-0.542800234	-0.606333793	-0.749325705	-0.571762977	-0.390221829	-0.635917574	-0.580231902	-0.494298246	-0.778045131	-0.657325892	-0.651368622	-0.687967462	-0.626516645	-0.539695177	-0.648404179	-0.759406656	0.279057891	-0.016462829	-0.110153767	0.673674901	-0.066437343	0.10085441	0.080205245	0.009416756	-0.005944192	-0.035241057	-0.081489411	0.102746835	-0.091331698	-0.027961849	-0.061277751	-0.498352853	-0.498352853	-0.592169856	-0.546045924	-0.726175325	-0.582252236	-0.419476213	-0.656846642	-0.602908654	-0.537998637	-0.74370381	-0.569762239	-0.67418413	-0.604329791	-0.525835986	-0.548343507	-0.650484881	-0.755801726
41	11	SITTING	-0.609374309	-0.533075916	-0.662496007	-0.971835932	-0.959957577	-0.945793926	-0.687772782	-0.656148863	-0.778586942	-0.792375594	-0.76986884	-0.703503515	-0.819768575	-0.811836278	-0.799251611	-0.609045595	-0.609045595	-0.6699489	-0.763625613	-0.824482576	-0.596971657	-0.549256381	-0.674228234	-0.702255204	-0.670346364	-0.792582036	-0.804056592	-0.778222901	-0.734031279	-0.665722684	-0.676596153	-0.795751758	-0.842286412	0.266884772	-0.018858354	-0.111105584	0.837822166	-0.140075474	-0.062824925	0.082608835	0.010046858	-0.01134307	-0.009239509	-0.104136887	0.055637889	-0.103618367	-0.050433977	-0.065926192	-0.569198861	-0.569198861	-0.69347602	-0.677409041	-0.809417746	-0.645216613	-0.559987674	-0.692119622	-0.701479255	-0.666136819	-0.763104461	-0.75841231	-0.760797329	-0.697113875	-0.61788847	-0.666793692	-0.778007463	-0.821083215
42	12	SITTING	-0.636675988	-0.494838337	-0.673202386	-0.972004749	-0.957298206	-0.95740925	-0.616518099	-0.542804725	-0.750568192	-0.735486831	-0.686043529	-0.711567936	-0.67946578	-0.716082081	-0.72471879	-0.610098041	-0.610098041	-0.586994794	-0.661246158	-0.693793638	-0.635391832	-0.522547244	-0.686827193	-0.630792649	-0.535782304	-0.760612796	-0.759862483	-0.699213614	-0.757663673	-0.681119914	-0.590272949	-0.719661144	-0.70944774	0.272362801	-0.016118668	-0.108959728	0.779672349	-0.086880723	-0.044677998	0.090376702	-0.023887367	-0.012398984	-0.05991227	-0.05798943	0.076587466	-0.09015923	-0.060892242	-0.040524886	-0.578048661	-0.578048661	-0.618132096	-0.632586035	-0.712630415	-0.642124334	-0.506334275	-0.696571597	-0.636493306	-0.577729047	-0.739622367	-0.660831423	-0.671418282	-0.665496804	-0.593741267	-0.586181868	-0.66511619	-0.699647781
43	13	SITTING	-0.66858384	-0.573960748	-0.746849072	-0.968195846	-0.964841759	-0.958673854	-0.677376844	-0.633331535	-0.8029566	-0.761974802	-0.774766993	-0.732874814	-0.749590189	-0.817310905	-0.748435779	-0.64995419	-0.64995419	-0.66380093	-0.72016804	-0.79851263	-0.671280012	-0.597250835	-0.763648035	-0.700905833	-0.629677122	-0.815489519	-0.780604767	-0.783240502	-0.777048156	-0.717242682	-0.67674088	-0.759151593	-0.814325203	0.279598745	-0.016987841	-0.103793799	0.688455405	0.090535211	0.018308256	0.089371181	0.066082813	0.025284409	-0.026279876	-0.064576903	0.089444008	-0.068676857	-0.05897337	-0.038827515	-0.634968291	-0.634968291	-0.686828619	-0.690946987	-0.789204816	-0.663991852	-0.582009776	-0.755122913	-0.683302322	-0.659146499	-0.789148291	-0.707240228	-0.765838031	-0.682535587	-0.629740808	-0.655394832	-0.73658766	-0.797539321
44	14	SITTING	-0.589475196	-0.536275034	-0.688070574	-0.973794162	-0.967750653	-0.95212804	-0.617937075	-0.648372244	-0.790657281	-0.703873381	-0.746494253	-0.698558401	-0.711072732	-0.82185668	-0.761371637	-0.610187378	-0.610187378	-0.642669358	-0.684881434	-0.802862579	-0.578831298	-0.550449436	-0.69492201	-0.613858154	-0.650977231	-0.806177303	-0.724912143	-0.74532556	-0.732811905	-0.677218653	-0.645950232	-0.718840302	-0.81719923	0.285209993	-0.014749524	-0.101604191	0.675970398	-0.011623379	0.102012079	0.080328159	-0.004287156	0.005955784	-0.033521824	-0.061008353	0.096697321	-0.092631374	-0.048134057	-0.053964654	-0.555730676	-0.555730676	-0.654744305	-0.648091373	-0.780955601	-0.622580821	-0.566210957	-0.721914468	-0.65589959	-0.66759457	-0.774191319	-0.640919831	-0.752935813	-0.681011049	-0.60145553	-0.642277103	-0.71668386	-0.803071353
45	15	SITTING	-0.587783986	-0.496464766	-0.62685517	-0.961338056	-0.967996459	-0.943292107	-0.629737702	-0.595331904	-0.750336533	-0.718699664	-0.733371702	-0.653698926	-0.72840388	-0.796154146	-0.769227368	-0.605694368	-0.605694368	-0.630473182	-0.684710992	-0.79613684	-0.574941338	-0.512502453	-0.633574546	-0.64404263	-0.60276141	-0.767942816	-0.736638288	-0.739153166	-0.688166843	-0.675332751	-0.648199068	-0.717799763	-0.811394613	0.269562863	-0.018689391	-0.113515412	0.657894333	-0.012918479	0.100283254	0.112442387	0.031232903	0.009101736	-0.021640554	-0.107260611	0.07125887	-0.097627696	-0.035463275	-0.053133164	-0.536204525	-0.536204525	-0.634583658	-0.627830928	-0.77086121	-0.625933851	-0.527255383	-0.669609341	-0.64794615	-0.614320291	-0.731577594	-0.664961999	-0.72867978	-0.650041737	-0.591817998	-0.619539634	-0.718135913	-0.796702539
46	16	SITTING	-0.535943795	-0.463265671	-0.597552722	-0.955014918	-0.952462756	-0.933175501	-0.631551237	-0.611511468	-0.762379806	-0.711752374	-0.721800284	-0.623969195	-0.769728887	-0.798276593	-0.766715259	-0.549429497	-0.549429497	-0.634161098	-0.684737257	-0.804241323	-0.520432985	-0.47947958	-0.603933191	-0.640369693	-0.626006191	-0.780451734	-0.724316835	-0.723323491	-0.65368129	-0.618731075	-0.649925923	-0.72141437	-0.826565926	0.270004384	-0.021874233	-0.114640558	0.689256728	-0.085399799	0.019639202	0.036292067	0.012308288	0.028284888	-0.026988587	-0.086626304	0.088350918	-0.106050298	-0.025772727	-0.064191482	-0.489297755	-0.489297755	-0.644450288	-0.597633778	-0.780977372	-0.579940526	-0.499105821	-0.646039675	-0.65527062	-0.623283028	-0.74280562	-0.678787706	-0.72450567	-0.6455574	-0.552140856	-0.625447501	-0.713933804	-0.798762841
47	17	SITTING	-0.612992581	-0.545003338	-0.622792234	-0.974926242	-0.9718097	-0.945837969	-0.6005768	-0.601422814	-0.68742259	-0.697904483	-0.690312856	-0.669579285	-0.658266708	-0.748835119	-0.714833931	-0.62452175	-0.62452175	-0.60331093	-0.677522296	-0.741536216	-0.605239545	-0.56620666	-0.647379262	-0.608447051	-0.606618182	-0.708363442	-0.722937761	-0.696572009	-0.711623063	-0.704268309	-0.617110781	-0.724482476	-0.753070216	0.27730667	-0.018545906	-0.115119198	0.761788565	-0.063530528	0.079042754	0.076267566	0.017013507	-0.02234097	-0.043722777	-0.049913606	0.09848029	-0.099388306	-0.028214443	-0.051440433	-0.560917515	-0.560917515	-0.599733663	-0.608171838	-0.714737199	-0.63613499	-0.559753712	-0.636033637	-0.627484166	-0.621461123	-0.665176451	-0.62097274	-0.684733317	-0.639175133	-0.592817754	-0.595509537	-0.693111865	-0.747388708
48	18	SITTING	-0.404864521	-0.306461652	-0.476841771	-0.962210844	-0.943945819	-0.903239794	-0.38441457	-0.373021728	-0.641385554	-0.644282246	-0.487365999	-0.591599934	-0.598195768	-0.575047021	-0.657246833	-0.369979343	-0.369979343	-0.345702504	-0.511751236	-0.559777827	-0.409922327	-0.351585852	-0.49261323	-0.406803646	-0.376162023	-0.661783431	-0.675693399	-0.494026809	-0.6477775	-0.489613307	-0.354403776	-0.598903158	-0.593510409	0.27213492	-0.01430798	-0.103151746	0.799133703	-0.096984396	0.000948636	0.066766585	0.007830597	-0.006469085	-0.098787735	-0.039487777	0.115032	-0.08689418	-0.044455481	-0.048287664	-0.350309509	-0.350309509	-0.434291041	-0.446007795	-0.595267718	-0.395398355	-0.307079646	-0.529593101	-0.416206861	-0.409139004	-0.619594606	-0.550425986	-0.48960539	-0.542243738	-0.337853481	-0.341702318	-0.513912184	-0.558454673
49	19	SITTING	-0.712053288	-0.661340711	-0.760170256	-0.956407523	-0.970115242	-0.950197928	-0.743729116	-0.727558647	-0.840803891	-0.77614443	-0.821242745	-0.761134951	-0.80144237	-0.889716276	-0.836735882	-0.729835815	-0.729835815	-0.75098274	-0.750364014	-0.872492837	-0.700129683	-0.671384079	-0.765605977	-0.753545768	-0.739454598	-0.85306604	-0.787817244	-0.815633114	-0.784862609	-0.779546149	-0.7638735	-0.765764038	-0.881607004	0.275878695	-0.015298353	-0.106228604	0.404247177	0.113032701	0.273329374	0.096310676	-0.005686008	-6.46E-05	-0.004241873	-0.086092821	0.085282091	-0.104334864	-0.029758472	-0.048111555	-0.68034342	-0.68034342	-0.75445815	-0.718191837	-0.854218578	-0.746808809	-0.684265293	-0.785943515	-0.756293488	-0.734359164	-0.827678436	-0.74443631	-0.834304255	-0.757242047	-0.719129187	-0.742812316	-0.796156542	-0.872811336
50	20	SITTING	-0.70658501	-0.524108794	-0.667163267	-0.962194151	-0.954348282	-0.939793194	-0.719780991	-0.65793122	-0.822173993	-0.75154627	-0.748527913	-0.703968719	-0.746048505	-0.836636391	-0.77467831	-0.682603885	-0.682603885	-0.700078683	-0.711694819	-0.818589757	-0.702631838	-0.525056818	-0.665224606	-0.725819594	-0.651739876	-0.835787818	-0.770312697	-0.743435898	-0.73457517	-0.727175599	-0.692052646	-0.741464973	-0.825854491	0.270976928	-0.016024207	-0.109927892	0.583219807	0.083354896	0.157682643	0.08310379	-0.013241813	-0.008686802	-0.061078794	-0.050907348	0.091268019	-0.07139152	-0.04993682	-0.031939506	-0.62241882	-0.62241882	-0.720207409	-0.66120414	-0.796768917	-0.719178854	-0.586383877	-0.72524174	-0.738741975	-0.685030006	-0.807192539	-0.697499305	-0.761865833	-0.700639488	-0.693628096	-0.708005538	-0.742578153	-0.823501458
51	21	SITTING	-0.679702722	-0.610920744	-0.719524441	-0.962826514	-0.955368559	-0.945053151	-0.691331232	-0.683281511	-0.804663084	-0.751940379	-0.767280914	-0.735968791	-0.73834539	-0.824727845	-0.796983305	-0.687263352	-0.687263352	-0.707267358	-0.731189727	-0.818799083	-0.675698183	-0.622519572	-0.731154044	-0.701644478	-0.6810636	-0.818714103	-0.769595718	-0.769671268	-0.763895937	-0.745193292	-0.720650324	-0.764742218	-0.832372182	0.271791288	-0.015913127	-0.112024303	0.582145038	0.058908753	0.176433828	0.079008794	-0.003698482	0.009421568	-0.029129973	-0.052595088	0.082075657	-0.093924067	-0.051973324	-0.06249512	-0.638703835	-0.638703835	-0.702436263	-0.679556929	-0.793988592	-0.692368944	-0.637199544	-0.740725759	-0.708277976	-0.705161676	-0.789095554	-0.698880315	-0.7687079	-0.728413931	-0.674434933	-0.699995286	-0.752861873	-0.818552734
52	22	SITTING	-0.511589729	-0.391434603	-0.560437148	-0.960243357	-0.968477312	-0.942585831	-0.548583077	-0.525576847	-0.684326666	-0.691132786	-0.661778542	-0.566680911	-0.696163247	-0.728068081	-0.70076817	-0.527124893	-0.527124893	-0.547198971	-0.650453665	-0.74739047	-0.497149195	-0.40853968	-0.576896007	-0.559944402	-0.541348431	-0.712437011	-0.713725168	-0.671731053	-0.608711018	-0.612448834	-0.568671464	-0.702569723	-0.776901303	0.287155628	-0.017687761	-0.119650562	0.719819602	-0.138927169	-0.00117365	0.063618482	0.011320247	-0.007409026	0.000657827	-0.107978507	0.042066193	-0.119797814	-0.043281008	-0.038661911	-0.449701058	-0.449701058	-0.55778695	-0.557033909	-0.7057996	-0.555099801	-0.434839639	-0.5971608	-0.57774982	-0.541377267	-0.655671032	-0.624956179	-0.651786408	-0.570153821	-0.51053698	-0.536118312	-0.666275512	-0.741138597
